spl,treatment,week,rep,salinity,pH,temp,O2,NO3,NO2,PO4,Si,NH4,P,aCy,Al,"BB,Car",Bca,bCy,"BE,Car",Ca,"Ca,allo","Ca,epi","Ca,iso1","Ca,iso2","Ca,iso3","Ca,iso4","Ca,iso5","Ca,iso7",Car1,Car2,Cb,Cc2,Cda,Ct,"Ct,iso",Ec,F,"F,iso1",L,"L,iso1","L,iso2","My,iso1","My,iso2","My,iso3","My,iso4",O,"Pda,1",Pha,Pya,Z,EPS.prot.col,EPS.prot.bound,EPS.carbo.bound,EPS.carbo.col
T°C/pH-R6-P4,T°C/pH,P4,R6,"66,4","7,865","24,4","0,1","0,16","0,09","15,39","103,28","135,38","303,344","22,9055050477","34,2498869180","18,1211975008","78,4374347592","3,2248830636","0,8024146495","29,7591803117","4,3266413902","5,2344634676","37,2303628550","55,3964620847","10,3414455370","4,3614090442","9,3351151065","0,4345956754","3,9400576853","2,6633909493","0,0897521191","0,7568256668","0,1777013428","3,9180461898","12,2383914694","14,5981659140","59,4164541853","2,6137202068","10,0372419245","11,4019546424","4,5123565670","91,7439130296","13,4270122236","22,8699437711","28,8790820285","8,5184487386","32,0369738995","53,6957731555","50,3867899359","35,9007490766","370,3405084","345,0649993","276,560758","267,087472"
T°C-R1-P4,T°C,P4,R1,"71,4","7,892","24,2","0,9","0,19","0,44","25,08","193,13","131,05","481,604","29,0826862201","37,6632507277","21,3336091333","68,8502505196","4,3947170288","0,7512936452","30,7532051247","4,7969936250","8,3190087371","6,1646567462","12,1597684773","2,2651214007","0,8567674759","4,7201332182","0,2825750250","3,9157415257","2,6019071980","0,1050426310","0,3796120121","0,1831086162","4,0445488128","18,2648733009","22,1054503189","58,7812163334","2,8916416134","9,5059777828","15,8690577621","5,3326216831","65,7432393003","14,4779390622","26,3024480116","18,9604326509","9,5832621551","24,9085933953","47,6167810137","61,0832643688","40,5742954146","910,1305484","134,5244978","167,330372","174,870864"
T°C-R3-P4,T°C,P4,R3,"72,6","7,942",24,"0,9","0,24","0,5","21,76","109,16","132,66","393,995","25,9029791933","28,1572729449","17,9684396809","70,1949819751","3,8776914960","0,8295533999","37,0851462857","5,7238397071","10,6044755395","20,8630792484","32,0733956417","5,4186586801","2,4934420209","6,4517529716","0,2803144248","4,4052092164","1,1335041259","0,0787819732","0,6010523525","0,1876298166","3,9157415257","11,0259037698","14,0891881153","71,1474007249","2,8358543154","7,5738684774","8,8619413477","4,3021633868","92,0199258545","17,4405066639","19,2953315972","26,8176771597","8,9134642625","24,2924797778","39,8713526788","44,0081155395","35,4220039334","139,3822767","103,2699488","188,258134","146,034266"
T°C-R4-P4,T°C,P4,R4,"67,3","7,841","24,1","0,3","0,35","0,69","12,54","93,26","125,25","302,931","23,0918864546","31,0070177783","19,2337019079","60,3422588130","3,3848042034","0,8652888783","36,2575351051","5,6062476425","6,3560860053","23,4642402307","32,3088248963","6,2596155727","3,0015459611","7,2133573499","0,2674861996","4,2475366820","1,4491595738","0,1077563134","1,0738522531","0,2060959243","3,7977975039","14,2667261494","15,1569499484","73,6756407425","2,9939183264","10,1940880367","11,2434794522","4,0976236226","92,1215749786","17,6147844752","19,9884079151","27,3841188437","8,1952472452","26,3778281925","69,4872237821","51,3044490086","35,2295689503","486,332444","311,2230098","97,6169775","266,659582"
T°C-R5-P4,T°C,P4,R5,62,"8,029","24,3","0,6","0,16","0,12","30,7","243,5","129,07","352,402","20,0565916849","46,7425402072","20,6012607747","51,9985175911","2,5845022299","0,9440627976","18,5679253432","4,5088996860","18,6631837873","2,8670923853","7,6393536519","1,3186757160","0,6443953569","5,0262837842","0,4071831531","4,2570619497","1,3622598239","0,0267049504","0,2012606965","0,1045975072","4,8743359324","26,0957897514","27,1292085269","59,1540314486","3,0191603064","11,7069203616","21,3917362970","5,7470336320","51,9361557858","10,8980785911","26,1170750611","21,0937419605","7,8755646069","7,7086473586","41,2339910598","76,5774119682","46,0188396758","498,6567389","202,2677431","164,013352","152,277155"
T°C-R6-P4,T°C,P4,R6,"66,8","7,968","24,1","3,5","3,21","0,49","12,31","95,02","131,85","470,65","25,7736388092","30,8256241943","19,4452794484","91,5134725475","3,6920915099","1,0317318499","33,6353877424","5,3478859172","6,1219220368","14,4521235912","26,0854311534","4,2944517330","1,8626537637","7,1794954515","0,5298215150","3,9858687749","1,6037815189","0,0739755328","0,5792346840","0,1800565305","4,7641745120","17,2878213729","17,9768802532","73,1381900169","3,0729616616","11,8632662354","12,6887420172","5,3773850928","92,2410223594","15,7783799434","22,7831315774","35,1416832819","6,7453163883","16,9218532977","43,3521765436","94,4400574519","43,7973864795","507,0157803","427,0387927","359,233458","398,10183"
pH-R1-P4,pH,P4,R1,"61,8","8,157","20,6","0,4","1,74","0,91","17,64","241,33","117,45","298,387","32,8959257361","54,0384684481","24,4862911138","127,6092997450","3,5746282938","1,2448258914","26,7028005487","3,9083747092","5,8513252312","53,5138833031","57,7797935973","10,3011109691","6,2333775420","10,0395992269","0,3371049801","4,9591528563","2,9568657876","0,0693750496","0,7433434361","0,1757032018","6,6122038084","21,9320281250","23,1981549139","27,5454891408","1,3276959378","15,0171530155","20,2324123573","6,1465556529","89,5674227142","6,1931204684","27,5198059912","39,9526117436","12,4793705679","37,2276895392","69,9212374037","80,9781793822","51,0583202527","288,2035678","294,2151829","250,432073","199,451757"
pH-R3-P4,pH,P4,R3,"60,3","7,814",20,"0,4","0,13","0,15","6,5","133,83","120,4","273,941","31,4211634393","38,3018626748","20,4621085049","131,1537732087","5,6289837932","0,9718503063","22,5504782497","2,9976292285","4,3032034723","64,3423135803","54,0669251282","10,1407931693","7,7872985088","10,1292564307","0,2672677760","4,4480996127","2,3445648205","0,0979366266","0,4305134467","0,1538231804","6,0038388861","18,5374003564","16,5982308239","14,8916367773","0,8066632774","16,5215128472","14,9438617530","4,7548651032","109,5810155817","5,2807488013","25,0232992990","40,0986319765","10,5834094233","38,3301718657","51,4313048277","65,8799828942","51,2517487394","690,4547757","602,9842968","330,933282","526,059037"
pH-R4-P4,pH,P4,R4,"60,3","7,891","20,8","2,1","0,28","0,16","1,58","46,88","37,45",NA,"28,6912801988","32,4111654335","43,0597668156","162,4998033406","10,5681395018","2,4413948786","55,4874719640","8,1429415037","11,8840835554","15,3675498470","19,1551897803","3,6171477010","1,6584244414","4,3708008642","0,3351722294","8,1469482595","6,0715739061","0,0779063620","13,5287418301","0,3526089350","5,2105143340","12,0327555595","33,5183022940","80,8335180682","2,7332311413","7,8820068527","11,5691080975","5,4533772902","134,2590579028","25,5447673069","24,1979818223","35,7229330187","11,6132649987","21,3475169251","63,0619227894","54,5380026038","51,8402019332","180,1644298","189,4169249","203,456975","175,720976"
pH-R5-P4,pH,P4,R5,"60,9","7,996","19,7","2,9","3,1","0,58","3,17","65,09","122,32","235,254","35,1967840420","32,0103655371","18,3131223520","96,5723189291","7,1745613072","0,6337634267","17,5573660117","2,8814141462","5,2384147316","25,8297515617","42,1456876534","6,5809134470","3,2723406187","8,3448499693","0,3165550948","4,0637734932","2,1948723145","0,0460090715","1,1474786501","0,1067896705","4,4766702652","20,0146277391","19,0571687946","17,6004749516","0,9098284734","10,8874359362","13,3213537503","4,4766702652","91,5978891642","6,4107656710","18,9497886954","29,1635509510","12,3217089338","22,2741674609","52,9382713321","58,8780493217","41,8764252478","464,9315211","348,6017059","321,678042","409,184043"
pH-R6-P4,pH,P4,R6,"65,7","8,192","19,8","1,3",0,"0,66","36,74","288,43","116,32","213,086","21,1954550716","33,9217798322","22,7752282523","83,3077268826","3,8945712499","0,8162351589","23,1339349608","3,9443449162","6,3364943236","39,8364100500","57,9388083037","9,6652005148","3,7118430573","8,3733415946","0,2799846329","4,6833700428","1,3434368250","0,0438932588","0,9852387381","0,1293496257","4,0676281647","15,2815938848","15,9815003809","18,0414364957","0,9764868577","9,5719873784","9,4973519992","4,6460523533","101,7466806518","6,7171841252","16,8862545369","28,6599856008","10,0944350326","32,1297708115","49,1508993962","53,8683657455","43,3071787627","122,004742","219,8664635","128,648488","161,973853"
C-R1-P5,C,P5,R1,59,"7,824","20,2","0,7","2,22","0,11","12,42","110,61","129,93","240,569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"745,7897789","96,42049833","128,58944","232,823797"
C-R3-P5,C,P5,R3,"60,6","7,985","19,9","1,3","0,25","0,06","3,04","47,12","2,81","247,437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331,8772912","263,4083421","268,047821","440,993644"
C-R4-P5,C,P5,R4,59,"7,961","19,7","4,1","0,72","0,17","8,05","154,41","0,11","258,197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800,6676728","736,6995535","241,198735","589,120426"
C-R5-P5,C,P5,R5,"59,4","8,045","19,9","3,9","0,51","0,12","7,29","40,74","111,27","348,092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"511,0309415","167,0463915","144,271291","424,545617"
C-R6-P5,C,P5,R6,"59,2","7,959","19,8",3,"0,87","0,12","2,05","44,68","44,56","263,793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"716,4646527","277,5554405","345,286279","454,659847"
T°C/pH-R2-P5,T°C/pH,P5,R2,"61,2","7,789","23,4","0,7","0,45","0,51","2,4","75,35","100,57","205,81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280,8694764","120,3991447","170,890003","266,719168"
T°C/pH-R3-P5,T°C/pH,P5,R3,69,"7,946","23,3","0,9","0,14","0,11","11,74","213,06","125,8","321,463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310,8239596","103,3802057","138,010241","148,814801"
T°C/pH-R4-P5,T°C/pH,P5,R4,"65,5","7,943","23,6","1,9","0,7","0,21","10,9","119,13","115,48","263,675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"665,0959787","114,3240156","187,857131","188,208134"
T°C/pH-R5-P5,T°C/pH,P5,R5,"66,4","7,932","23,2","0,8","0,64","0,43","14,57","132,41","132,92","279,292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"480,4745135","126,5923697","185,50665","285,762804"
T°C/pH-R6-P5,T°C/pH,P5,R6,"62,9","7,815","23,9","0,9","0,18","0,37","9,2","118,28","126,52","235,887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"613,8427721","207,182174","229,584088","284,534162"
T°C-R1-P5,T°C,P5,R1,"75,6","8,002","23,5","1,1",0,"0,54","27,35","265,27","123,43","289,678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394,2098526","325,8721927","247,444","195,152935"
T°C-R3-P5,T°C,P5,R3,"80,6","8,044","23,8","1,2","1,47","0,49","13,18","127,05","110,4","334,77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"707,1258979","92,64908192","98,8937083","180,491074"
T°C-R4-P5,T°C,P5,R4,"75,2","7,891","23,5","2,1","1,73","0,59","12,3","121,74","115,37","418,567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"682,047463","321,8248305","240,906924","231,383697"
T°C-R5-P5,T°C,P5,R5,"82,2","7,987","23,8",1,"0,77","0,2","29,03","267,35","128,91","378,183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259,8563098","575,3257888","150,184115","107,96513"
T°C-R6-P5,T°C,P5,R6,"69,6","8,002","23,6","0,9","0,87","0,12","11,72","190,65","131,04","330,742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"353,5823059","190,2423511","98,4298008","277,722052"
pH-R1-P5,pH,P5,R1,"60,4","7,72","19,9","0,4","0,81","1,18","4,16","127,32","125,96","390,653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"579,7941044","232,1642388","315,330525","384,192514"
pH-R3-P5,pH,P5,R3,"59,4","7,764","19,8","1,4","0,58","0,57","1,71","52,08","50,9","405,786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403,7834036","616,2622061","415,963929","324,161156"
pH-R4-P5,pH,P5,R4,"60,5","7,881","19,7","2,8","0,85","0,67","0,14","16,49","6,25","400,179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199,2143052","376,9213321","249,027204","116,536561"
pH-R5-P5,pH,P5,R5,"60,1","7,907","19,6",3,"1,16","1,13","1,59","41,38","102,78","404,072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"377,5743993","377,5743993","269,364828","278,616809"
pH-R6-P5,pH,P5,R6,"65,3","7,852","19,5","2,3","0,16","0,43","22,88","207,35","126,49","383,018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"255,0817544","236,3721065","292,04243","273,064416"
C-R1-P6,C,P6,R1,60,"7,087","20,1","3,3","0,95","0,51","4,26","42,26","79,18","597,546","25,2553849041","32,3703076112","13,1791226002","46,1621577966","2,5953047471","0,8279192403","43,5939166179","4,1412268529","2,6379883489","22,3899566149","35,8166096172","6,8109393910","2,5525770702","5,8689750037","0,2049870687","2,7809542621","1,3904771311","0,1526453942","0,4780905433","0,2098677132","2,4750492933","6,3127661750","7,9542919890","122,5226662215","2,4791593804","9,2049586077","8,7878154683","2,8365733474","67,3825217715","28,5047811869","21,0796333070","24,3055402510","4,0045741375","19,5728201530","60,7137479504","31,1644903407","25,6960173821","469,2310498","152,4678821","168,125559","468,492961"
C-R3-P6,C,P6,R3,"61,4","8,049","19,9","3,3","0,12","0,21","2,14","74,54","11,59","468,187","25,7657250714","27,9746617806","15,8757738400","27,1529296096","2,3671690878","0,6982400531","49,5686185830","5,0741620479","3,6463905093","2,3221191380","4,5725843141","1,0296939721","0,4485007249","2,6591581443","0,6953088162","3,4174451689","0,8770434504","0,2988033591","0,3713739042","0,3715390621","2,5404017185","7,1675619914","11,0267465319","123,5942502432","2,5432712450","4,5666745177","7,1978048690","2,3891873305","67,7138029479","25,5854744502","31,8759929911","22,5914295677","5,8368753769","8,6795005873","44,5341042037","79,0454517770","24,5572166118","472,7197883","85,49381361","124,147312","302,776537"
C-R4-P6,C,P6,R4,"60,2","7,873","19,9","2,3","0,49","0,32","6,45","115,96","2,17","424,883","26,1272860404","63,7403186792","20,9378743161","72,0573554036","2,3662447735","0,9252660068","50,0852976688","6,8585194811","7,3801290708","62,2439740965","58,3448346429","12,2319604196","6,2377609611","7,3521087209","0,7048195696","4,2739173218","1,6702665396","1,8413085893","0,2744773627","0,4159944248","3,1440311333","15,3762772613","16,9850112867","88,6346734305","3,3510608678","11,0777971963","13,8042616947","4,4704192677","66,4422204344","69,9792554594","32,2263191164","50,5992510517","5,3301152807","42,7995677980","93,9912077133","87,8649950677","38,7845715586","549,5988354","351,2247391","178,830028","433,313"
C-R5-P6,C,P6,R5,"60,9","7,944","19,9","2,6","0,4","0,16","10,98","130,73","97,41","417,349","24,9011869858","27,5442823686","14,7186364779","56,5618569487","2,9258894708","0,7161436443","38,4413639108","4,1672256707","3,1628453490","2,3626073692","4,7687651046","0,8818949166","0,4491131520","3,6282898883","0,5688766592","3,1638702721","1,5509168000","0,7126527001","0,3161439390","0,2123080355","3,2879436161","13,4929761603","12,4794302041","104,6304085193","2,9107539284","6,3587588801","10,7323442562","3,6911819841","70,8458794256","20,3480284165","18,8281299524","23,4188436805","5,5212638081","9,9618199659","37,1978596597","44,9341666545","32,7243444807","161,7216555","124,3575373","171,993841","152,325775"
C-R6-P6,C,P6,R6,"60,5","8,078","20,1","4,9","1,7","0,72","2,09","29,12","31,68","249,445","32,3793812275","39,1209562455","29,6416116356","65,3174814417","3,8093389679","1,1959151669","63,1557288294","7,3315670750","6,4370973856","1,9894239644","3,4267442239","0,9068072024","0,2899315545","2,2916930319","0,5089224095","5,4832607137","1,8980517855","0,2976664386","0,4316210025","0,3855472799","4,1124455352","15,6765017839","23,4768336449","110,3563369540","2,7655686235","8,5763821419","16,6958258909","4,7802785709","62,6708580285","26,2563830327","41,4759464238","20,9137187476","8,5412330347","10,3277350468","72,5343252122","103,7577102373","41,1244553524","393,8372133","233,6718666","104,142225","277,943874"
T°C/pH-R2-P6,T°C/pH,P6,R2,"62,5","7,842","23,5","0,6","2,29","0,21","7,56","144,85","117,98","306,302","13,9872358279","35,6965112664","10,4723098320","27,2106042600","1,5010692108","0,3304870953","13,3142495878","1,6049890832","1,8197831612","103,5158293632","93,5935362578","18,4006926860","10,5398260797","10,3936467766","0,3341241214","2,0398006438","1,4278604507","0,1306244193","1,0436737354","0,0656315238","3,0597009657","7,9552225108","8,9759836099","21,3378031540","0,9202617806","10,8789367669","9,7230497354","3,8416245458","53,2727934804","1,5638471602","5,5414584156","30,4270262699","4,4195680616","84,5590689533","29,0381418109","35,6588381438","28,5572090131","489,4852528","523,365109","303,532336","266,588605"
T°C/pH-R3-P6,T°C/pH,P6,R3,66,"7,78","23,5","1,1","0,11","0,26","4,99","148,94","83,51","402,786","22,1559331746","27,8961625082","16,5794359470","48,0326318676","2,0165879297","0,5783524168","38,1017513723","6,0792027645","5,2972595081","0,4756628117","2,4015171226","0,0556873536","0,1763432863","2,8818205471","0,3874911686","2,8557209013","1,4278604507","0,0746425253","0,3052165857","0,1206559327","3,3581162451","16,2881858815","15,5417493987","81,0811979537","3,5119916251","5,4205813405","12,0046045296","4,2042557714","49,6578134506","14,1728370658","15,8386742582","17,0549998273","4,9710697171","10,5698836192","58,4505530051","77,7835025308","32,0739764193","197,4623954","246,144254","258,34858","174,780037"
T°C/pH-R4-P6,T°C/pH,P6,R4,"66,4","7,819","23,9","2,1","0,43","0,13","7,53","161,54","83,95","199,596","16,8372112622","21,1231987205","10,7768124220","25,0239397367","0,8719270118","0,3458774257","29,5390808493","3,8833308780","3,3443445341","8,6211523013","14,7077541852","2,6502352912","0,8597489486","3,0893119713","0,3260210080","2,0074529280","0,9587834880","0,1832554878","0,4047170721","0,1130556721","2,3669967361","11,8050216963","10,0296658965","61,8557738845","2,8440679251","7,7301918722","10,7263902722","3,1460083201","39,1003891209","9,3481390082","9,5279109122","19,7149854724","3,9250199041","13,2054321186","45,7583578064","39,3091932834","24,3590929926","255,3279306","115,5283423","102,359556","259,811129"
T°C/pH-R5-P6,T°C/pH,P6,R5,"64,2","7,705","23,5","1,2","1,91","0,19","6,97","88,95","111,66","266,376","19,7673570706","29,6151688381","20,0470235930","38,3259869622","1,7521066494","0,6256194608","38,6200920787","6,0657567946","5,7043256903","21,3008635625","28,0344821803","5,6532539038","2,1509079307","3,9187774628","0,4832176721","3,2905743153","1,3654764166","0,0982956308","0,6047353012","0,5833969456","3,2905743153","8,3495525145","14,8457832233","95,8353948775","4,1931014957","8,7077102631","12,8041395128","4,0740443904","56,8575425918","15,1097800195","11,2371993626","40,6061347486","5,1261327770","25,5442510950","50,1707446657","65,5431831990","32,0327336413","522,3471908","286,8521409","128,584972","108,605396"
T°C/pH-R6-P6,T°C/pH,P6,R6,"65,5","7,725","24,2","0,1","0,09","0,16","12,11","188,69","122,67","298,129","19,5953824602","33,8022058368","16,8566300114","40,5930796012","2,4251710966","0,4698712198","24,8690233787","3,4468833995","9,3933934809","31,9663796812","46,2544041420","8,8137289223","4,1142045499","9,4725671767","0,4552487509","3,6090057709","2,9967637205","0,0934895558","0,5539695086","0,1300710717","4,3179176188","9,1191842248","11,4956016507","87,3420013416","4,0821627791","7,7013605291","11,3103663000","4,3179176188","81,5893090361","9,6992030094","15,8860700453","30,6765490531","5,5424017197","39,6336795487","40,4043344288","48,1108832299","36,6378532283","190,8089503","127,9756991","150,90802","247,756807"
T°C-R1-P6,T°C,P6,R1,"75,6","7,904",24,"0,7",0,"0,33","21,4","235,25","121,66","430,216","21,3963344195","43,0846256274","18,6957539037","45,3205492053","2,2845684283","0,4313260646","26,7765901742","4,8354676680","14,6911432171","6,4186483306","12,8330003771","2,4037709109","0,9322936330","3,9611738693","0,5026652307","3,3537464267","2,0563116777","0,1074953062","0,1382788500","0,1181478106","4,8715002840","13,6353048150","16,6584215212","109,7526029308","5,5927707016","7,4418898811","17,5520889630","5,0673394914","64,3086997291","21,1016745971","17,2583301519","21,9095113276","5,9975757265","15,0547829989","42,5715808135","65,2373929952","39,6574394980","728,8795862","384,6895921","130,414323","257,721739"
T°C-R3-P6,T°C,P6,R3,"69,2","7,919",24,"1,5",0,"0,11","12,98","164,34","90,86","431,305","16,4222467814","23,7309561177","10,8485325242","19,8477760915","0,8340545651","0,3134407471","29,7600116541","4,4264024771","3,7398070928","11,0106761617","18,0250150870","3,2468668170","1,3656457642","3,4958519563","0,5683903181","2,1495431266","0,9171384007","0,1370902451","0,3871380482","0,2162901210","2,3501671518","5,9327390294","8,0175411350","92,4774969717","3,6204836622","5,1875640789","6,5059505299","2,6081123269","52,2195676890","16,3365277622","4,7003343035","17,9701805384","4,3277468282","20,0738696420","45,8271755729","39,9518966533","22,6991754169","64,22693049","167,5791848","127,930561","98,3025667"
T°C-R4-P6,T°C,P6,R4,65,"7,902","24,1",1,"1,6","0,13","8,43","204,8","105,12","371,83","17,0480702866","33,0394853565","12,7098626084","32,2073949264","1,0432401220","0,4005532458","32,5882636254","4,6103292525","9,2251086297","26,4582167670","34,0568047966","6,5060824007","3,2775168865","7,3538311677","0,7275953984","2,6370732748","0,9889024781","0,1451454870","0,6227405206","0,2959332966","3,0427768555","5,6037807090","8,6473868300","123,9416817724","5,0425951899","6,4659008180","8,8240528811","3,1442027507","66,4339613461","19,4230589279","12,5514545291","16,8113421269","4,1838181764","34,2198650727","39,4178192610","36,4723118876","25,5593255866","392,212725","241,8888637","166,252818","229,773618"
T°C-R5-P6,T°C,P6,R5,74,"7,977","24,3","1,7","0,38","0,17","27,29","271,85","124,05","421,528","16,0977063673","32,7644413541","16,7130827375","30,2344239992","1,2845368409","0,5129758068","30,5604073131","5,3057092543","7,0073601503","2,0983841105","5,2937594587","0,7169877371","0,4660420291","3,2121050621","0,3465440729","2,6418543735","1,0621888718","0,0961040018","0,2341118796","0,1051582014","3,2138022276","25,0022919061","21,4014618592","56,9841518602","3,0571107864","6,9995523092","14,3259319636","4,8751745656","28,6790995394","8,3885685262","19,7185831591","31,5388388097","4,1398130389","8,8400166796","33,3129049611","59,5537965785","39,8184648875","412,5536905","287,6659382","155,769868","176,963047"
T°C-R6-P6,T°C,P6,R6,"69,4","7,78","24,2","1,4","0,26","0,17","12,13","139,94","114,18","496,834","16,8192655345","25,7662215112","12,3754401427","29,3611981762","1,7959554723","0,3452005619","19,8605649939","3,2955525194","4,8112075359","10,9311632356","20,9848419880","3,5697664204","1,5630192357","5,8756560425","0,3514923640","2,3862873285","1,5340418540","0,0957863717","0,5581509950","0,1196569750","3,0680837081","12,5564166571","11,0274906271","54,8235660655","2,6760708328","6,7895556132","10,3405784235","4,0623700949","49,7427275261","6,4770656059","6,5054737884","17,1585422192","5,3975546716","19,9941528765","25,1382795874","54,9353909130","32,6978180368","458,9810617","198,4953553","197,597468","244,22489"
pH-R1-P6,pH,P6,R1,"60,6","7,799","20,2","2,6",0,"1,69","13,29","263,56","107,3","411,881","14,2809027051","32,1210826697","8,7688924228","53,4955419221","2,2229707041","0,3874626885","11,5220675346","1,2782661835","1,2900474387","54,1024689527","57,2245015669","10,7415593811","5,0629943998","6,5709950587","0,2179532202","1,6110887859","1,5775244362","0,1263313954","0,5770248870","0,1413750618","2,9872271239","9,0623744209","9,9695679228","13,2528477129","0,3997659731","11,0426710536","9,4987109671","3,4906923695","47,7620696332","1,1747522397","8,5253448256","25,6431631762","3,9605932654","34,1732938069","20,6415868632","28,5541951608","30,6106869329","286,055524","231,1706913","187,442267","185,903332"
pH-R3-P6,pH,P6,R3,"61,4","7,767","20,3","2,8","0,62","0,48","1,45","45,32","16,55","353,522","12,4428118719","24,0934924885","7,3131458198","50,5170783435","1,5174160819","0,3674947648","9,6370155770","1,1871557650","1,2526174093","36,8142133517","28,8473543204","5,9322403579","3,6446212757","3,9560063944","0,1769233629","1,3911723696","0,9476101648","0,0537529852","0,4208904248","0,0937693823","2,6008874737","8,1252531154","7,7313969937","12,4944112378","0,3638442411","8,5486534018","9,5365874034","3,0041258417","38,5697499001","1,6734392272","6,2703566225","19,2949559092","3,4476880465","24,4541484800","19,9766283358","24,3852635547","25,5451506134","363,1633869","351,3473055","258,271802","256,259817"
